iter	RMSE
1665	1502.806813
1666	1502.720875
1667	1501.982268
1668	1501.916885
1669	1501.845795
1670	1501.690387
1671	1501.304139
1672	1500.37204
1673	1499.697511
1674	1499.261751
1675	1498.828296
1676	1498.75226
1677	1498.312155
1678	1497.536609
1679	1497.085663
1680	1496.920428
1681	1496.837637
1682	1496.452055
1683	1495.94896
1684	1495.659091
1685	1495.577012
1686	1495.294859
1687	1494.815719
1688	1494.169436
1689	1493.745777
1690	1493.570415
1691	1492.886149
1692	1492.624473
1693	1492.310037
1694	1491.864128
1695	1491.497266
1696	1491.036688
1697	1490.334999
1698	1490.283747
1699	1490.219942
1700	1489.707666
1701	1489.046284
1702	1488.303891
1703	1488.253452
1704	1488.192193
1705	1488.129858
1706	1487.433589
1707	1485.953179
1708	1485.477783
1709	1484.894147
1710	1484.793192
1711	1484.601072
1712	1483.921314
1713	1483.849584
1714	1483.801328
1715	1483.168631
1716	1481.709265
1717	1480.161882
1718	1480.086254
1719	1479.667069
1720	1479.516391
1721	1479.446376
1722	1478.698054
1723	1478.644872
1724	1478.565593
1725	1478.022593
1726	1476.631245
1727	1476.554012
1728	1476.515454
1729	1475.88444
1730	1475.618169
1731	1474.860234
1732	1474.43739
1733	1473.860998
1734	1473.295055
1735	1472.350295
1736	1471.906172
1737	1471.6154
1738	1471.336627
1739	1470.911737
1740	1470.852147
1741	1470.233028
1742	1469.77202
1743	1469.040345
1744	1468.73976
1745	1467.921432
1746	1467.189509
1747	1465.815768
1748	1465.102613
1749	1464.964459
1750	1464.909704
1751	1464.44839
1752	1464.365262
1753	1463.756447
1754	1463.699601
1755	1463.626942
1756	1463.559459
1757	1462.860568
1758	1462.689554
1759	1461.975396
1760	1461.123909
1761	1460.523884
1762	1460.462987
1763	1460.40901
1764	1459.501535
1765	1459.410036
1766	1458.950715
1767	1458.436148
1768	1458.379618
1769	1457.984865
1770	1457.919111
1771	1457.500391
1772	1456.815139
1773	1456.140316
1774	1456.082524
1775	1455.197067
1776	1455.094048
1777	1455.028586
1778	1454.552443
1779	1454.109493
1780	1453.742808
1781	1453.436641
1782	1453.119334
1783	1452.649146
1784	1451.930938
1785	1451.888651
1786	1451.763611
1787	1451.334329
1788	1451.238387
1789	1451.164944
1790	1450.971086
1791	1450.909926
1792	1450.55445
1793	1450.488789
1794	1450.410263
1795	1449.797256
1796	1449.731026
1797	1449.652547
1798	1449.253345
1799	1449.187565
1800	1449.055833
1801	1448.857238
1802	1448.427607
1803	1448.01807
1804	1447.975193
1805	1447.909661
1806	1447.200754
1807	1446.705813
1808	1446.292684
1809	1445.530905
1810	1444.836051
1811	1444.187067
1812	1443.511465
1813	1442.853416
1814	1442.495496
1815	1441.810006
1816	1441.717452
1817	1441.588781
1818	1441.539876
1819	1441.243234
1820	1441.182568
1821	1440.614349
1822	1440.554512
1823	1440.435381
1824	1439.799231
1825	1439.64508
1826	1439.09108
1827	1438.531919
1828	1437.808446
1829	1437.446986
1830	1436.773334
1831	1436.575793
1832	1435.915442
1833	1435.188148
1834	1434.476739
1835	1433.878449
1836	1433.803875
1837	1433.709898
1838	1433.4147
1839	1433.336617
1840	1433.195192
1841	1432.563463
1842	1432.511552
1843	1431.221786
1844	1431.170215
1845	1431.11428
1846	1431.073349
1847	1430.909224
1848	1430.169679
1849	1429.541249
1850	1428.882412
1851	1428.414681
1852	1426.996743
1853	1426.932969
1854	1426.862105
1855	1426.247986
1856	1426.17396
1857	1426.115812
1858	1426.066943
1859	1425.653713
1860	1425.008523
1861	1424.304145
1862	1424.249381
1863	1423.899556
1864	1423.812054
1865	1423.264662
1866	1423.224745
1867	1423.147577
1868	1422.453353
1869	1422.073324
1870	1421.661614
1871	1421.037708
1872	1420.348322
1873	1420.291037
1874	1419.463014
1875	1419.355682
1876	1419.292282
1877	1418.456167
1878	1417.778958
1879	1417.741669
1880	1417.63998
1881	1417.427303
1882	1416.821839
1883	1416.539255
1884	1416.39966
1885	1416.335631
1886	1415.729307
1887	1415.689054
1888	1415.629049
1889	1415.196514
1890	1415.050095
1891	1415.000283
1892	1414.434266
1893	1414.361677
1894	1413.664632
1895	1413.157646
1896	1412.288078
1897	1412.231822
1898	1412.168449
1899	1412.10742
1900	1411.192307
1901	1410.741395
1902	1410.671994
1903	1409.992239
1904	1409.85265
1905	1409.495479
1906	1409.413763
1907	1409.287424
1908	1409.219969
1909	1408.424464
1910	1408.228798
1911	1408.10546
1912	1408.044878
1913	1407.996634
1914	1407.936703
1915	1407.874619
1916	1407.454656
1917	1407.00233
1918	1406.874753
1919	1406.824654
1920	1405.504786
1921	1405.463286
1922	1404.98516
1923	1404.875521
1924	1404.802418
1925	1404.643397
1926	1404.281496
1927	1404.196902
1928	1404.032359
1929	1403.259611
1930	1403.200422
1931	1403.116779
1932	1402.459838
1933	1401.767942
1934	1400.968703
1935	1400.44075
1936	1399.191748
1937	1398.444905
1938	1397.908366
1939	1397.850048
1940	1397.135213
1941	1396.932372
1942	1396.833795
1943	1396.70822
1944	1396.117335
1945	1395.701327
1946	1394.920105
1947	1394.866749
1948	1394.783977
1949	1394.436722
1950	1393.978019
1951	1393.588017
1952	1393.488219
1953	1393.207343
1954	1392.570227
1955	1391.817867
1956	1391.768585
1957	1391.071055
1958	1391.007917
1959	1390.641449
1960	1390.559197
1961	1390.455819
1962	1390.135301
1963	1389.760869
1964	1389.621306
1965	1389.594268
1966	1388.920138
1967	1388.790137
1968	1388.44798
1969	1388.39906
1970	1387.832845
1971	1387.779378
1972	1387.543574
1973	1387.143669
1974	1386.855451
1975	1386.213322
1976	1385.904113
1977	1385.810195
1978	1385.558212
1979	1385.094924
1980	1385.027289
1981	1384.776124
1982	1384.726102
1983	1384.69086
1984	1384.262351
1985	1383.958623
1986	1383.88348
1987	1383.829016
1988	1383.125308
1989	1382.618459
1990	1382.210132
1991	1381.603503
1992	1381.534031
1993	1380.798982
1994	1380.58171
1995	1379.914549
1996	1379.329794
1997	1379.101493
1998	1379.044252
1999	1378.995576
2000	1378.933694
2001	1378.25403
2002	1378.20436
2003	1378.079318
2004	1377.722833
2005	1377.623608
2006	1377.525792
2007	1377.378632
2008	1376.367888
2009	1375.884858
2010	1375.839419
2011	1375.770655
2012	1375.720603
2013	1375.603975
2014	1375.488821
2015	1374.854859
2016	1374.089332
2017	1373.720787
2018	1373.048502
2019	1372.986737
2020	1372.819622
2021	1372.763113
2022	1372.725238
2023	1372.660527
2024	1372.290296
2025	1372.218672
2026	1371.658566
2027	1371.587983
2028	1371.533759
2029	1371.47555
2030	1370.997153
2031	1369.804934
2032	1369.742406
2033	1369.368856
2034	1369.335534
2035	1368.674823
2036	1368.535401
2037	1367.990141
2038	1367.39356
2039	1367.063943
2040	1367.009386
2041	1366.95781
2042	1366.908998
2043	1366.544997
2044	1366.078681
2045	1365.334526
2046	1365.280314
2047	1365.035938
2048	1364.994601
2049	1364.666756
2050	1364.211184
2051	1364.164871
2052	1363.553762
2053	1363.167143
2054	1363.089401
2055	1362.578928
2056	1362.4881
2057	1361.904287
2058	1361.610959
2059	1361.300458
2060	1361.215821
2061	1361.173629
2062	1361.11996
2063	1361.080265
2064	1361.015818
2065	1359.843291
2066	1359.29038
2067	1359.244613
2068	1359.143548
2069	1358.794702
2070	1358.23818
2071	1358.193649
2072	1358.139781
2073	1357.426938
2074	1357.312183
2075	1357.149006
2076	1357.090048
2077	1357.044782
2078	1357.00847
2079	1356.620812
2080	1356.58025
2081	1356.539628
2082	1355.919449
2083	1355.55434
2084	1355.228056
2085	1354.548581
2086	1354.507198
2087	1354.195611
2088	1353.646186
2089	1353.368454
2090	1352.672231
2091	1352.631826
2092	1352.427899
2093	1351.669242
2094	1351.595741
2095	1351.399539
2096	1351.277693
2097	1351.241746
2098	1350.592087
2099	1350.529088
2100	1350.491216
2101	1349.922459
2102	1349.641743
2103	1349.120565
2104	1349.098029
2105	1349.052897
2106	1348.357696
2107	1347.987486
2108	1347.457085
2109	1347.374359
2110	1346.148846
2111	1345.856788
2112	1345.786622
2113	1345.7393
2114	1345.57595
2115	1344.905347
2116	1344.446439
2117	1344.406769
2118	1343.926584
2119	1343.58068
2120	1343.474658
2121	1343.16273
2122	1342.529415
2123	1342.415157
2124	1342.134637
2125	1341.887449
2126	1341.281193
2127	1341.22911
2128	1340.670919
2129	1340.601094
2130	1340.561949
2131	1340.513078
2132	1340.475909
2133	1340.339986
2134	1339.221533
2135	1339.18235
2136	1338.600434
2137	1338.502869
2138	1338.45353
2139	1337.915571
2140	1337.126415
2141	1337.084271
2142	1337.045788
2143	1336.962678
2144	1336.897827
2145	1336.837189
2146	1336.631798
2147	1336.134603
2148	1335.710371
2149	1335.653616
2150	1335.39617
2151	1335.362747
2152	1335.320922
2153	1335.052481
2154	1334.65279
2155	1334.18622
2156	1334.136924
2157	1334.100985
2158	1333.611951
2159	1333.219644
2160	1333.175157
2161	1333.137176
2162	1332.52855
2163	1332.489565
2164	1332.067725
2165	1331.821515
2166	1331.781642
2167	1331.738811
2168	1331.4607
2169	1331.426329
2170	1330.82823
2171	1330.16703
2172	1330.127145
2173	1329.869336
2174	1329.811309
2175	1329.608331
2176	1329.108603
2177	1329.076805
2178	1329.040801
2179	1327.951647
2180	1327.613282
2181	1327.586
2182	1326.919314
2183	1326.648211
2184	1326.59831
2185	1326.332983
2186	1326.261352
2187	1325.698231
2188	1325.183039
2189	1324.768998
2190	1323.901821
2191	1323.860722
2192	1323.821662
2193	1323.786143
2194	1323.749746
2195	1323.705364
2196	1323.132639
2197	1322.934803
2198	1322.514012
2199	1322.486458
2200	1322.443189
2201	1321.860623
2202	1321.818259
2203	1321.760742
2204	1321.652277
2205	1321.206724
2206	1320.723232
2207	1320.664402
2208	1320.547197
2209	1320.502726
2210	1320.2789
2211	1319.703325
2212	1319.670577
2213	1319.640167
2214	1319.355715
2215	1318.901605
2216	1318.845576
2217	1318.542646
2218	1318.495145
2219	1318.428646
2220	1318.13887
2221	1317.635483
2222	1317.09277
2223	1316.674361
2224	1316.626263
2225	1316.590618
2226	1316.013938
2227	1315.583148
2228	1315.526366
2229	1315.472924
2230	1315.417836
2231	1315.37614
2232	1315.329189
2233	1315.045377
2234	1314.509226
2235	1314.202462
2236	1313.588432
2237	1313.131367
2238	1313.095509
2239	1313.062113
2240	1312.766195
2241	1312.731207
2242	1312.695698
2243	1312.652787
2244	1312.613453
2245	1312.548156
2246	1312.099969
2247	1312.067435
2248	1311.810934
2249	1311.536236
2250	1311.327672
2251	1311.278507
2252	1311.066835
2253	1310.712063
2254	1310.672147
2255	1310.431318
2256	1309.884525
2257	1309.734081
2258	1309.710706
2259	1309.661872
2260	1308.983716
2261	1308.928276
2262	1308.799108
2263	1308.573458
2264	1308.081463
2265	1307.587971
2266	1307.502008
2267	1307.173555
2268	1307.131484
2269	1306.663329
2270	1306.612603
2271	1306.32512
2272	1305.804158
2273	1305.327876
2274	1305.293296
2275	1304.591807
2276	1304.333087
2277	1304.057257
2278	1304.021824
2279	1303.993028
2280	1303.945402
2281	1303.906507
2282	1303.861132
2283	1303.349469
2284	1302.303894
2285	1302.265226
2286	1301.796191
2287	1301.308739
2288	1300.689241
2289	1300.464141
2290	1300.426402
2291	1300.234192
2292	1300.039024
2293	1299.848393
2294	1299.308576
2295	1299.206116
2296	1299.181225
2297	1298.915421
2298	1298.340981
2299	1298.304956
2300	1297.841282
2301	1297.798203
2302	1297.240966
2303	1297.221624
2304	1297.119979
2305	1296.390269
2306	1295.943473
2307	1295.715082
2308	1295.213841
2309	1294.75119
2310	1294.525715
2311	1294.001401
2312	1293.953255
2313	1293.910178
2314	1293.878156
2315	1293.834124
2316	1293.696137
2317	1293.661046
2318	1293.101177
2319	1292.599078
2320	1292.48881
2321	1292.452966
2322	1292.348045
2323	1291.855731
2324	1290.978066
2325	1290.946821
2326	1290.225002
2327	1290.184495
2328	1289.145254
2329	1288.578431
2330	1287.997711
2331	1287.482131
2332	1286.897485
2333	1286.843357
2334	1286.803068
2335	1286.767323
2336	1286.35064
2337	1286.152842
2338	1286.119856
2339	1285.564163
2340	1285.529519
2341	1285.44712
2342	1285.010837
2343	1284.959778
2344	1284.434046
2345	1284.081314
2346	1283.912438
2347	1283.53969
2348	1283.505746
2349	1283.47526
2350	1283.350496
2351	1282.870865
2352	1282.78108
2353	1282.52572
2354	1282.355313
2355	1281.848724
2356	1281.515522
2357	1281.474439
2358	1281.374953
2359	1280.618274
2360	1280.097619
2361	1279.618181
2362	1279.502074
2363	1279.371736
2364	1279.105137
2365	1279.055676
2366	1278.584416
2367	1278.528957
2368	1278.505829
2369	1278.420932
2370	1278.383175
2371	1278.33035
2372	1277.703982
2373	1277.59865
2374	1277.552403
2375	1277.292232
2376	1276.940573
2377	1276.478584
2378	1275.997081
2379	1275.961381
2380	1275.911436
2381	1275.343133
2382	1275.018904
2383	1274.971139
2384	1274.915694
2385	1274.868184
2386	1274.847174
2387	1274.802721
2388	1274.767458
2389	1274.153552
2390	1273.887338
2391	1273.845141
2392	1273.79186
2393	1273.749555
2394	1273.551854
2395	1273.332074
2396	1272.835599
2397	1272.359963
2398	1272.320513
2399	1271.788314
2400	1271.755871
2401	1271.712511
2402	1271.659098
2403	1271.369201
2404	1271.336553
2405	1271.079028
2406	1270.981791
2407	1270.945756
2408	1270.392492
2409	1269.649082
2410	1269.193238
2411	1268.590845
2412	1268.367262
2413	1268.231295
2414	1268.193906
2415	1268.159012
2416	1267.591928
2417	1267.366941
2418	1266.396896
2419	1266.286064
2420	1266.076843
2421	1265.968867
2422	1265.608641
2423	1265.572886
2424	1265.136194
2425	1264.808457
2426	1264.458446
2427	1264.428745
2428	1264.398895
2429	1264.102648
2430	1263.614729
2431	1263.579492
2432	1263.473389
2433	1263.18025
2434	1263.15127
2435	1263.115368
2436	1262.764059
2437	1262.284641
2438	1261.837372
2439	1261.165313
2440	1261.106793
2441	1261.079032
2442	1261.04738
2443	1261.014061
2444	1260.55125
2445	1260.503999
2446	1260.008162
2447	1259.474157
2448	1259.225622
2449	1258.938677
2450	1258.860179
2451	1258.784289
2452	1258.205746
2453	1258.097115
2454	1257.806182
2455	1257.601451
2456	1256.782116
2457	1256.751556
2458	1256.7201
2459	1256.602165
2460	1256.280117
2461	1256.229547
2462	1256.051541
2463	1255.645908
2464	1255.607956
2465	1255.582643
2466	1255.298076
2467	1255.267635
2468	1254.995114
2469	1254.778839
2470	1254.705175
2471	1254.676468
2472	1253.733276
2473	1253.306613
2474	1253.277363
2475	1253.091294
2476	1252.740194
2477	1252.659128
2478	1252.608209
2479	1252.276787
2480	1251.826657
2481	1250.89791
2482	1250.775348
2483	1250.758512
2484	1250.386691
2485	1250.090178
2486	1250.042528
2487	1249.538255
2488	1249.505715
2489	1249.462227
2490	1249.403029
2491	1249.05915
2492	1248.952367
2493	1248.793233
2494	1248.674195
2495	1248.64088
2496	1248.022989
2497	1247.974375
2498	1247.948356
2499	1247.421266
2500	1247.388239
2501	1246.868039
2502	1246.839276
2503	1246.810556
2504	1246.371336
2505	1246.186192
2506	1245.569863
2507	1245.521457
2508	1245.216973
2509	1245.10998
2510	1244.905408
2511	1244.876386
2512	1244.830973
2513	1244.803323
2514	1244.77333
2515	1244.115488
2516	1244.086621
2517	1244.059665
2518	1244.035352
2519	1243.598937
2520	1242.84418
2521	1242.479126
2522	1242.224819
2523	1242.026714
2524	1241.708129
2525	1241.513669
2526	1240.931303
2527	1240.89459
2528	1240.507243
2529	1240.107587
2530	1240.013083
2531	1239.812133
2532	1239.487355
2533	1239.44235
2534	1238.976395
2535	1238.950275
2536	1238.560956
2537	1238.533821
2538	1238.188112
2539	1238.10333
2540	1237.917979
2541	1237.642601
2542	1237.087169
2543	1237.0166
2544	1236.981126
2545	1236.934624
2546	1236.890573
2547	1236.860373
2548	1236.746225
2549	1236.180307
2550	1235.292738
2551	1235.257306
2552	1235.238042
2553	1235.141621
2554	1235.110019
2555	1234.704077
2556	1234.192691
2557	1233.990514
2558	1233.956507
2559	1233.640714
2560	1233.390479
2561	1233.204129
2562	1232.721871
2563	1232.335306
2564	1231.947664
2565	1231.637549
2566	1230.958896
2567	1230.840962
2568	1230.578181
2569	1230.112974
2570	1229.950026
2571	1229.674704
2572	1229.439743
2573	1229.238344
2574	1229.203804
2575	1228.734896
2576	1228.708476
2577	1228.313058
2578	1228.126023
2579	1227.2295
2580	1227.179956
2581	1227.130857
2582	1226.880106
2583	1226.485345
2584	1225.934105
2585	1225.90292
2586	1225.870988
2587	1225.755342
2588	1225.347207
2589	1225.076854
2590	1225.037058
2591	1224.273534
2592	1224.203415
2593	1224.180101
2594	1224.152959
2595	1224.039955
2596	1223.783324
2597	1223.754949
2598	1223.413922
2599	1223.354222
2600	1223.074972
2601	1223.051268
2602	1222.57011
2603	1222.529019
2604	1222.299296
2605	1222.149138
2606	1221.643568
2607	1221.055766
2608	1220.693222
2609	1220.669775
2610	1220.636184
2611	1220.152089
2612	1220.101913
2613	1219.949681
2614	1219.681279
2615	1219.570602
2616	1219.51121
2617	1219.275003
2618	1218.706645
2619	1218.672693
2620	1218.439791
2621	1218.310528
2622	1217.920619
2623	1217.875742
2624	1217.831262
2625	1217.409914
2626	1217.355267
2627	1217.082018
2628	1217.049031
2629	1216.485415
2630	1216.352633
2631	1215.926252
2632	1215.543145
2633	1215.520003
2634	1215.002175
2635	1214.518232
2636	1213.683381
2637	1213.278007
2638	1212.856589
2639	1212.392989
2640	1212.370735
2641	1212.010542
2642	1211.814792
2643	1211.380162
2644	1211.170766
2645	1210.465932
2646	1210.439671
2647	1210.419004
2648	1210.136096
2649	1209.708738
2650	1209.33508
2651	1208.837174
2652	1208.407928
2653	1208.127694
2654	1208.10984
2655	1207.388388
2656	1206.942528
2657	1206.482066
2658	1206.437393
2659	1206.104761
2660	1206.06262
2661	1205.621114
2662	1205.593849
2663	1205.553153
2664	1205.483481
2665	1205.459278
2666	1205.256759
2667	1205.097442
2668	1205.068293
2669	1204.939203
2670	1204.61539
2671	1204.4212
2672	1204.352126
2673	1204.323803
2674	1204.289873
2675	1204.258364
2676	1204.233916
2677	1204.212336
2678	1204.181166
2679	1203.842987
2680	1203.800905
2681	1203.35507
2682	1203.102304
2683	1202.685528
2684	1202.313352
2685	1202.283269
2686	1202.231683
2687	1201.960779
2688	1201.880163
2689	1201.52463
2690	1201.240064
2691	1201.208235
2692	1201.187838
2693	1200.697025
2694	1200.311345
2695	1200.081403
2696	1200.049039
2697	1200.017191
2698	1199.584231
2699	1199.55863
2700	1198.953103
2701	1198.928375
2702	1198.870704
2703	1198.840775
2704	1198.809049
2705	1198.323456
2706	1198.159401
2707	1197.708032
2708	1197.560255
2709	1197.517969
2710	1197.441288
2711	1197.14701
2712	1197.126646
2713	1197.098204
2714	1197.063981
2715	1196.864988
2716	1196.537644
2717	1196.503785
2718	1196.462333
2719	1196.095074
2720	1195.570603
2721	1195.497577
2722	1195.467054
2723	1195.047486
2724	1195.019759
2725	1194.901449
2726	1194.872052
2727	1194.847583
2728	1194.027766
2729	1193.999402
2730	1193.824944
2731	1193.768199
2732	1193.482122
2733	1193.209532
2734	1192.93735
2735	1192.913098
2736	1192.885637
2737	1192.699847
2738	1192.229768
2739	1192.204798
2740	1191.873657
2741	1191.42731
2742	1191.212302
2743	1191.006397
2744	1190.965096
2745	1190.924576
2746	1190.903473
2747	1190.634618
2748	1190.287438
2749	1190.098958
2750	1190.054046
2751	1189.53851
2752	1189.484743
2753	1189.274275
2754	1189.086914
2755	1188.862291
2756	1188.436946
2757	1188.413066
2758	1188.091278
2759	1188.060271
2760	1187.624769
2761	1187.402914
2762	1187.383459
2763	1187.019728
2764	1186.996005
2765	1186.712065
2766	1186.210915
2767	1185.903187
2768	1185.823385
2769	1185.618615
2770	1185.58695
2771	1185.275565
2772	1184.852043
2773	1184.654835
2774	1184.631232
2775	1184.60365
2776	1184.424134
2777	1184.394784
2778	1184.260907
2779	1184.23342
2780	1184.192691
2781	1184.137148
2782	1183.929196
2783	1183.773734
2784	1183.547228
2785	1183.506674
2786	1183.444145
2787	1183.41574
2788	1183.283488
2789	1182.882521
2790	1182.544139
2791	1182.324854
2792	1181.756746
2793	1181.601711
2794	1181.364986
2795	1181.244971
2796	1181.213733
2797	1181.184369
2798	1180.808589
2799	1180.784832
2800	1180.75417
2801	1180.66923
2802	1180.476327
2803	1180.441352
2804	1180.392894
2805	1180.371553
2806	1180.260246
2807	1179.798065
2808	1179.324057
2809	1179.068452
2810	1178.586053
2811	1178.380248
2812	1178.164088
2813	1178.135135
2814	1178.097651
2815	1177.685821
2816	1177.659006
2817	1177.600108
2818	1177.550318
2819	1177.496134
2820	1176.806086
2821	1176.404797
2822	1176.09418
2823	1175.786821
2824	1175.761
2825	1175.731196
2826	1175.308064
2827	1175.282367
2828	1175.255591
2829	1175.120081
2830	1174.895197
2831	1174.685112
2832	1174.320632
2833	1174.134678
2834	1173.696117
2835	1173.651251
2836	1173.605887
2837	1173.353658
2838	1172.831695
2839	1172.400964
2840	1172.382525
2841	1172.249118
2842	1171.926652
2843	1171.891605
2844	1171.86515
2845	1171.657414
2846	1171.296294
2847	1171.095376
2848	1170.891595
2849	1170.840366
2850	1170.786519
2851	1170.74196
2852	1170.359933
2853	1170.107845
2854	1170.07749
2855	1170.048339
2856	1169.961088
2857	1169.934016
2858	1169.58469
2859	1169.141171
2860	1169.112553
2861	1168.929695
2862	1168.536678
2863	1168.506688
2864	1168.287933
2865	1168.267859
2866	1168.247586
2867	1168.22106
2868	1168.17755
2869	1167.967007
2870	1167.943092
2871	1167.92647
2872	1167.611757
2873	1166.944822
2874	1166.456744
2875	1166.418909
2876	1166.394173
2877	1165.992191
2878	1165.941144
2879	1165.748094
2880	1165.722613
2881	1165.692422
2882	1165.035023
2883	1164.8141
2884	1164.777785
2885	1164.697463
2886	1164.665455
2887	1164.64525
2888	1164.424085
2889	1164.371178
2890	1164.12847
2891	1163.796708
2892	1163.524323
2893	1163.496342
2894	1163.479769
2895	1163.156683
2896	1162.79382
2897	1162.445513
2898	1162.016038
2899	1162.000074
2900	1161.969594
2901	1161.758982
2902	1161.715752
2903	1161.162421
2904	1161.136232
2905	1160.595182
2906	1160.398386
2907	1160.060562
2908	1160.032953
2909	1159.839137
2910	1159.715361
2911	1159.686822
2912	1159.549586
2913	1159.052551
2914	1158.982196
2915	1158.961577
2916	1158.802106
2917	1158.779069
2918	1158.756227
2919	1158.727345
2920	1158.465064
2921	1158.321331
2922	1158.299912
2923	1158.102557
2924	1157.761815
2925	1157.726957
2926	1157.315888
2927	1157.288062
2928	1157.125103
2929	1156.902609
2930	1156.88095
2931	1156.842908
2932	1156.806272
2933	1156.326398
2934	1156.298286
2935	1156.155458
2936	1156.025219
2937	1155.661561
2938	1155.442982
2939	1155.223537
2940	1154.737865
2941	1154.487469
2942	1154.078975
2943	1153.538772
2944	1153.424324
2945	1153.404062
2946	1153.187621
2947	1152.91602
2948	1152.898779
2949	1152.525949
2950	1152.505356
2951	1152.064928
2952	1151.920465
2953	1151.850314
2954	1151.824928
2955	1151.797897
2956	1151.541396
2957	1151.474793
2958	1151.459582
2959	1151.443585
2960	1151.404292
2961	1151.374946
2962	1151.321304
2963	1151.300785
2964	1151.273109
2965	1151.248564
2966	1151.077638
2967	1150.760642
2968	1150.697834
2969	1150.393198
2970	1150.071762
2971	1150.041418
2972	1150.025923
2973	1149.988288
2974	1149.637427
2975	1149.510921
2976	1149.4713
2977	1148.998853
2978	1148.707593
2979	1148.478484
2980	1148.416355
2981	1147.958008
2982	1147.908618
2983	1147.889463
2984	1147.549072
2985	1147.513606
2986	1147.427855
2987	1147.389958
2988	1147.284445
2989	1147.25308
2990	1147.229587
2991	1147.209786
2992	1147.176576
2993	1146.887035
2994	1146.673995
2995	1146.422865
2996	1146.397517
2997	1145.599609
2998	1145.57955
2999	1145.435256
3000	1145.413966
3001	1145.12591
3002	1145.107163
3003	1144.923775
3004	1144.782689
3005	1144.436028
3006	1144.236056
3007	1144.176082
3008	1144.110859
3009	1144.086022
3010	1143.854617
3011	1143.526802
3012	1143.388247
3013	1142.981536
3014	1142.9455
3015	1142.930854
3016	1142.911041
3017	1142.887926
3018	1142.858244
3019	1142.825268
3020	1142.802761
3021	1142.458692
3022	1142.163204
3023	1142.121593
3024	1142.002241
3025	1141.549474
3026	1141.526628
3027	1141.509918
3028	1141.47079
3029	1141.442777
3030	1141.357881
3031	1141.021647
3032	1140.682811
3033	1140.639968
3034	1140.619524
3035	1140.596916
3036	1140.043295
3037	1140.007347
3038	1139.875441
3039	1139.830663
3040	1139.708024
3041	1139.688406
3042	1139.319772
3043	1139.289287
3044	1139.242461
3045	1139.206877
3046	1139.180652
3047	1138.957988
3048	1138.909724
3049	1138.432142
3050	1138.401095
3051	1138.378709
3052	1138.358674
3053	1137.998634
3054	1137.983485
3055	1137.780411
3056	1137.753381
3057	1137.727285
3058	1137.663658
3059	1137.501213
3060	1137.347096
3061	1137.106778
3062	1136.534662
3063	1136.500018
3064	1136.279197
3065	1135.906373
3066	1135.871024
3067	1135.857235
3068	1135.838545
3069	1135.811581
3070	1135.477716
3071	1135.437078
3072	1135.164167
3073	1135.147573
3074	1134.676152
3075	1134.632637
3076	1134.595399
3077	1134.409132
3078	1134.157941
3079	1134.13172
3080	1134.115226
3081	1133.967401
3082	1133.935501
3083	1133.66818
3084	1133.600507
3085	1133.531801
3086	1133.297009
3087	1133.130902
3088	1133.102529
3089	1132.797348
3090	1132.753036
3091	1132.360471
3092	1132.088478
3093	1132.034667
3094	1131.937228
3095	1131.544675
3096	1131.519977
3097	1131.472156
3098	1131.441327
3099	1131.410509
3100	1131.227384
3101	1131.154257
3102	1130.704383
3103	1130.565996
3104	1130.522166
3105	1130.493161
3106	1130.470568
3107	1130.428815
3108	1130.407767
3109	1130.261266
3110	1130.2408
3111	1130.222586
3112	1129.980348
3113	1129.954102
3114	1129.935496
3115	1129.428464
3116	1129.404408
3117	1129.354768
3118	1129.290803
3119	1129.269796
3120	1129.220962
3121	1128.872513
3122	1128.52395
3123	1128.499125
3124	1128.471198
3125	1128.391631
3126	1128.297919
3127	1128.225781
3128	1128.198695
3129	1128.162958
3130	1127.844651
3131	1127.573026
3132	1127.501652
3133	1127.48593
3134	1127.462692
3135	1127.36886
3136	1127.049525
3137	1126.992576
3138	1126.767385
3139	1126.746145
3140	1126.365363
3141	1126.227473
3142	1126.213708
3143	1125.970479
3144	1125.87039
3145	1125.729639
3146	1125.228807
3147	1125.201506
3148	1124.772772
3149	1124.738567
3150	1124.115366
3151	1124.07122
3152	1124.049977
3153	1124.02906
3154	1123.719605
3155	1123.689698
3156	1123.672641
3157	1123.438347
3158	1123.417982
3159	1123.395464
3160	1123.374866
3161	1122.759615
3162	1122.724427
3163	1122.354112
3164	1122.315202
3165	1122.29467
3166	1122.24919
3167	1122.235553
3168	1122.211751
3169	1122.19077
3170	1122.170315
3171	1122.147589
3172	1122.121602
3173	1121.971036
3174	1121.707727
3175	1121.545613
3176	1121.533504
3177	1121.515681
3178	1121.494063
3179	1121.453474
3180	1121.420007
3181	1121.257982
3182	1120.939934
3183	1120.539573
3184	1120.162084
3185	1120.042012
3186	1120.02235
3187	1119.992883
3188	1119.969168
3189	1119.946372
3190	1119.92674
3191	1119.546692
3192	1119.531803
3193	1119.513174
3194	1119.162173
3195	1119.14122
3196	1118.844515
3197	1118.817046
3198	1118.215445
3199	1118.176238
3200	1118.092095
3201	1117.903323
3202	1117.515082
3203	1117.284939
3204	1117.259945
3205	1116.947719
3206	1116.704872
3207	1116.689717
3208	1116.656672
3209	1116.565427
3210	1116.544944
3211	1116.467776
3212	1116.453804
3213	1116.425937
3214	1116.194834
3215	1115.962447
3216	1115.895614
3217	1115.868891
3218	1115.526619
