iter	RMSE
425	2220.396693
426	2219.975166
427	2219.038978
428	2217.520978
429	2216.637315
430	2214.726844
431	2213.258567
432	2212.833361
433	2212.189079
434	2210.43382
435	2209.851781
436	2207.592786
437	2207.036587
438	2206.159011
439	2204.755446
440	2203.661503
441	2201.777248
442	2201.376925
443	2200.516288
444	2198.34644
445	2197.85693
446	2196.045146
447	2195.318383
448	2194.07815
449	2192.48745
450	2192.046246
451	2189.687684
452	2189.310557
453	2188.045133
454	2186.909783
455	2186.451822
456	2186.004667
457	2185.61064
458	2184.245554
459	2183.101793
460	2180.956262
461	2179.17498
462	2178.258603
463	2176.03105
464	2175.621666
465	2175.218205
466	2173.361951
467	2171.769887
468	2171.334145
469	2170.676074
470	2169.147081
471	2167.950875
472	2166.312253
473	2165.468319
474	2163.630664
475	2162.034983
476	2161.543761
477	2160.521924
478	2159.579538
479	2158.265376
480	2157.46345
481	2157.018722
482	2156.318918
483	2156.050094
484	2154.573163
485	2154.152598
486	2153.639117
487	2152.856827
488	2152.151961
489	2150.95704
490	2149.707727
491	2148.168668
492	2146.944213
493	2146.487914
494	2146.134939
495	2145.775176
496	2145.279831
497	2144.598978
498	2144.417847
499	2144.105339
500	2143.640081
501	2142.47945
502	2142.280081
503	2140.629414
504	2140.218672
505	2139.817573
506	2138.817809
507	2137.272769
508	2135.529722
509	2135.120036
510	2134.811655
511	2134.61312
512	2133.249999
513	2132.856723
514	2132.651301
515	2132.175781
516	2130.733891
517	2130.244837
518	2129.808432
519	2129.434541
520	2128.457786
521	2128.187169
522	2127.928395
523	2127.221565
524	2126.915585
525	2126.314475
526	2124.976304
527	2124.533291
528	2124.143602
529	2123.76886
530	2123.32224
531	2122.97036
532	2121.536019
533	2120.633036
534	2119.662456
535	2118.460254
536	2117.176458
537	2116.598769
538	2114.943992
539	2113.901043
540	2113.423422
541	2112.970607
542	2112.151987
543	2111.749836
544	2110.329942
545	2108.758841
546	2108.149698
547	2107.728183
548	2107.304633
549	2107.029583
550	2106.204828
551	2105.819778
552	2105.55593
553	2104.340326
554	2103.655379
555	2102.322347
556	2102.094024
557	2101.805982
558	2101.460749
559	2099.772893
560	2099.631897
561	2099.247532
562	2098.464768
563	2098.083689
564	2097.24008
565	2095.673072
566	2095.34273
567	2094.026537
568	2093.5815
569	2092.705055
570	2090.882091
571	2090.475168
572	2088.726172
573	2087.871669
574	2086.429397
575	2085.296229
576	2084.860012
577	2084.49378
578	2084.145471
579	2083.819351
580	2082.936214
581	2081.772771
582	2080.817905
583	2080.527979
584	2078.92179
585	2078.507956
586	2077.706637
587	2076.292385
588	2076.017344
589	2074.43511
590	2072.980979
591	2072.330342
592	2070.558515
593	2068.97837
594	2067.613799
595	2067.301527
596	2066.960387
597	2066.640289
598	2065.740744
599	2065.378451
600	2065.111783
601	2064.773664
602	2063.800276
603	2063.07723
604	2062.512915
605	2060.859682
606	2059.501522
607	2059.230151
608	2058.001783
609	2057.679574
610	2056.30658
611	2055.002865
612	2053.619094
613	2053.171989
614	2052.858506
615	2051.421837
616	2050.939495
617	2049.457231
618	2048.429822
619	2048.180853
620	2046.841357
621	2046.179537
622	2045.853734
623	2044.423993
624	2044.118184
625	2043.762705
626	2042.949412
627	2042.406756
628	2041.763051
629	2041.523607
630	2041.210443
631	2040.900892
632	2039.35377
633	2039.054673
634	2038.702362
635	2037.083658
636	2036.410893
637	2036.166967
638	2035.831964
639	2035.517651
640	2035.193066
641	2034.923224
642	2033.73428
643	2033.488295
644	2031.911568
645	2031.18577
646	2029.517436
647	2029.279322
648	2029.042606
649	2027.575096
650	2027.357738
651	2027.073271
652	2026.496913
653	2026.188144
654	2025.36629
655	2025.078978
656	2023.710656
657	2023.417845
658	2023.079
659	2022.73823
660	2022.489776
661	2022.303537
662	2020.980727
663	2020.704343
664	2020.445062
665	2020.117153
666	2019.698394
667	2019.42681
668	2019.129009
669	2018.653818
670	2018.217313
671	2017.15946
672	2016.602394
673	2015.226601
674	2014.103038
675	2013.465496
676	2011.91342
677	2011.731117
678	2011.462608
679	2011.138216
680	2010.860861
681	2010.62019
682	2010.273849
683	2008.907426
684	2008.286454
685	2007.219645
686	2006.935162
687	2006.673631
688	2006.386253
689	2005.705442
690	2005.401187
691	2004.982787
692	2004.827567
693	2004.564866
694	2004.322184
695	2004.07039
696	2003.786002
697	2003.545929
698	2002.415725
699	2002.122031
700	2001.857599
701	2000.068794
702	1998.585918
703	1997.82094
704	1996.825567
705	1996.588548
706	1995.131602
707	1994.906917
708	1993.827167
709	1993.534252
710	1993.330145
711	1992.371597
712	1990.873911
713	1990.540453
714	1989.91909
715	1989.755908
716	1988.791739
717	1988.488022
718	1988.195052
719	1987.885184
720	1987.689827
721	1986.633024
722	1986.27979
723	1985.082744
724	1984.822667
725	1984.405856
726	1984.165903
727	1982.615132
728	1981.244248
729	1980.95314
730	1980.659445
731	1980.372639
732	1979.007985
733	1977.936233
734	1976.994593
735	1976.714885
736	1976.370402
737	1975.413854
738	1975.053006
739	1974.755407
740	1973.345125
741	1973.014042
742	1971.93808
743	1970.800558
744	1970.654917
745	1969.688867
746	1968.554919
747	1967.331036
748	1967.020311
749	1966.720064
750	1966.423819
751	1966.196463
752	1965.782925
753	1965.051448
754	1964.7983
755	1963.566347
756	1963.223738
757	1963.00191
758	1962.785553
759	1962.536969
760	1962.335357
761	1962.090419
762	1961.415417
763	1960.408582
764	1959.091445
765	1957.586779
766	1957.287727
767	1957.079649
768	1956.74788
769	1955.841562
770	1955.508382
771	1954.438509
772	1954.044287
773	1952.6921
774	1951.578469
775	1951.3347
776	1949.896547
777	1949.659639
778	1949.396371
779	1949.112599
780	1948.110015
781	1947.867108
782	1947.615759
783	1946.884142
784	1945.402544
785	1944.073477
786	1942.902528
787	1942.698763
788	1942.486402
789	1942.106343
790	1941.883304
791	1940.76305
792	1939.685893
793	1938.457537
794	1937.333525
795	1937.073855
796	1935.985847
797	1935.719369
798	1935.479981
799	1935.307666
800	1934.148601
801	1933.90143
802	1932.730988
803	1931.943201
804	1930.958324
805	1929.705553
806	1929.466873
807	1929.259066
808	1929.035432
809	1928.793755
810	1928.538609
811	1927.417276
812	1927.187135
813	1926.948209
814	1925.841912
815	1924.832839
816	1924.608332
817	1924.31249
818	1924.020045
819	1923.766375
820	1923.532174
821	1922.668684
822	1922.462643
823	1922.282588
824	1922.035557
825	1921.774374
826	1921.498672
827	1921.242677
828	1920.90662
829	1919.936604
830	1919.08322
831	1918.020966
832	1916.872354
833	1915.938341
834	1915.745555
835	1915.509442
836	1915.268914
837	1915.049054
838	1914.837878
839	1913.608282
840	1913.370919
841	1911.784862
842	1910.056501
843	1909.781701
844	1909.404288
845	1909.195761
846	1908.789527
847	1907.412646
848	1906.223766
849	1906.008324
850	1905.500124
851	1904.412098
852	1903.955589
853	1903.758064
854	1902.232974
855	1901.300457
856	1901.079741
857	1900.246782
858	1900.044363
859	1899.065745
860	1898.801992
861	1898.534494
862	1897.102869
863	1896.850177
864	1895.626679
865	1894.633398
866	1894.413414
867	1894.215262
868	1894.007732
869	1893.219308
870	1892.284756
871	1892.074681
872	1891.058125
873	1890.863453
874	1890.673741
875	1889.745032
876	1889.520959
877	1888.875717
878	1888.000979
879	1886.640354
880	1886.234431
881	1886.049292
882	1884.846046
883	1884.564543
884	1884.310692
885	1883.705426
886	1881.604088
887	1881.339174
888	1881.125032
889	1880.055809
890	1879.04545
891	1878.146343
892	1876.925203
893	1876.346088
894	1876.159359
895	1875.122073
896	1874.920212
897	1874.642569
898	1873.148574
899	1872.895681
900	1870.879836
901	1870.006041
902	1868.952327
903	1868.721351
904	1868.143767
905	1868.011959
906	1866.778459
907	1865.903897
908	1865.685738
909	1865.461515
910	1864.559418
911	1864.368409
912	1863.469192
913	1863.195691
914	1863.011634
915	1862.109204
916	1861.861145
917	1861.678243
918	1861.489912
919	1860.465909
920	1859.507682
921	1858.458513
922	1857.232543
923	1857.044351
924	1856.151094
925	1855.271943
926	1854.239305
927	1853.098117
928	1852.195461
929	1852.03333
930	1851.305256
931	1850.291976
932	1850.107233
933	1849.920386
934	1849.048308
935	1848.138378
936	1847.945234
937	1847.056989
938	1845.94567
939	1844.846501
940	1844.537828
941	1844.392952
942	1844.213354
943	1843.23297
944	1843.009195
945	1842.8365
946	1842.665699
947	1842.153108
948	1841.999828
949	1841.220621
950	1840.319541
951	1839.544927
952	1839.359826
953	1839.148609
954	1838.049233
955	1837.877618
956	1836.778169
957	1836.604923
958	1835.954007
959	1834.768742
960	1833.659559
961	1833.48651
962	1832.1881
963	1830.835209
964	1830.581111
965	1830.356809
966	1830.205498
967	1828.8417
968	1828.152333
969	1828.03536
970	1827.908805
971	1827.225708
972	1826.148083
973	1825.987628
974	1825.816085
975	1825.650267
976	1824.452476
977	1823.40834
978	1822.451589
979	1821.546598
980	1821.413537
981	1820.606044
982	1820.431612
983	1820.173284
984	1819.416258
985	1818.491905
986	1818.318597
987	1816.815984
988	1816.649741
989	1816.414041
990	1816.284743
991	1815.32189
992	1814.261118
993	1813.209305
994	1813.097108
995	1811.986378
996	1811.041476
997	1810.878979
998	1810.492586
999	1810.335464
1000	1809.440434
1001	1809.252961
1002	1808.358642
1003	1807.40522
1004	1806.324665
1005	1805.492796
1006	1804.533421
1007	1804.325072
1008	1802.930032
1009	1801.962656
1010	1801.143966
1011	1800.960598
1012	1800.12331
1013	1799.320929
1014	1798.376729
1015	1798.185664
1016	1797.958173
1017	1797.800742
1018	1797.59123
1019	1796.777657
1020	1796.669101
1021	1795.876012
1022	1795.713101
1023	1795.558135
1024	1795.211175
1025	1794.974041
1026	1794.128452
1027	1794.013218
1028	1793.893527
1029	1793.788824
1030	1792.943333
1031	1792.048921
1032	1791.906567
1033	1791.599163
1034	1790.820043
1035	1789.833709
1036	1789.692518
1037	1789.589298
1038	1788.546694
1039	1787.61255
1040	1787.462092
1041	1787.294453
1042	1787.062603
1043	1786.239563
1044	1786.087722
1045	1785.001785
1046	1784.120164
1047	1783.150745
1048	1782.816907
1049	1781.947583
1050	1780.946647
1051	1780.683546
1052	1780.5815
1053	1779.643999
1054	1778.770363
1055	1778.616614
1056	1778.515843
1057	1777.937068
1058	1777.819179
1059	1776.926737
1060	1776.774585
1061	1776.086739
1062	1775.405005
1063	1775.261543
1064	1775.112403
1065	1774.143281
1066	1774.007841
1067	1773.291509
1068	1773.150429
1069	1772.173228
1070	1772.059853
1071	1771.835954
1072	1771.68884
1073	1771.557891
1074	1770.533791
1075	1770.423143
1076	1769.550908
1077	1768.639287
1078	1768.446855
1079	1768.231004
1080	1768.105036
1081	1767.162901
1082	1766.36714
1083	1765.3298
1084	1765.193056
1085	1764.324979
1086	1763.381033
1087	1763.258904
1088	1762.358512
1089	1761.621465
1090	1760.69232
1091	1760.507415
1092	1760.39942
1093	1759.904396
1094	1759.764142
1095	1759.572238
1096	1759.465061
1097	1758.571776
1098	1757.621984
1099	1757.484412
1100	1757.377795
1101	1756.736848
1102	1756.641692
1103	1756.472001
1104	1756.336253
1105	1755.961765
1106	1755.856404
1107	1755.130356
1108	1754.55526
1109	1753.863414
1110	1753.065438
1111	1752.263871
1112	1751.31204
1113	1750.616235
1114	1749.797009
1115	1748.844708
1116	1748.656378
1117	1748.256864
1118	1747.430875
1119	1746.827223
1120	1746.177103
1121	1745.354245
1122	1744.275576
1123	1744.156892
1124	1743.425761
1125	1743.306676
1126	1742.406559
1127	1742.273567
1128	1742.016718
1129	1741.1825
1130	1740.024111
1131	1739.353429
1132	1738.582526
1133	1738.49593
1134	1738.363613
1135	1737.724208
1136	1737.624048
1137	1737.440138
1138	1736.65488
1139	1735.900351
1140	1735.775128
1141	1734.815729
1142	1734.685592
1143	1734.553128
1144	1733.878914
1145	1733.13204
1146	1732.960727
1147	1732.08062
1148	1731.434591
1149	1730.638414
1150	1730.446752
1151	1729.586316
1152	1728.884842
1153	1728.017904
1154	1727.192535
1155	1726.494892
1156	1726.301829
1157	1726.169468
1158	1725.787501
1159	1724.885662
1160	1724.233908
1161	1723.643734
1162	1723.063624
1163	1722.261986
1164	1721.523066
1165	1720.529896
1166	1720.40312
1167	1720.134516
1168	1720.02185
1169	1719.168997
1170	1718.476196
1171	1718.293321
1172	1718.165799
1173	1718.041997
1174	1717.425004
1175	1717.301639
1176	1716.535662
1177	1715.818152
1178	1714.980479
1179	1714.33357
1180	1713.598034
1181	1713.036245
1182	1712.247649
1183	1712.130806
1184	1711.459532
1185	1710.577386
1186	1710.017643
1187	1709.302586
1188	1708.744389
1189	1708.622525
1190	1707.859691
1191	1707.326259
1192	1706.139261
1193	1706.017865
1194	1705.897107
1195	1705.083924
1196	1704.24693
1197	1703.611871
1198	1702.640419
1199	1701.940227
1200	1700.908267
1201	1700.067913
1202	1699.337986
1203	1698.697156
1204	1697.914911
1205	1697.461362
1206	1697.344654
1207	1696.695815
1208	1696.600651
1209	1696.214909
1210	1696.09605
1211	1695.981041
1212	1695.831115
1213	1695.125932
1214	1694.397427
1215	1693.662497
1216	1692.995779
1217	1692.888837
1218	1692.771954
1219	1691.929814
1220	1691.813459
1221	1691.693394
1222	1690.85977
1223	1690.195203
1224	1689.1371
1225	1688.407868
1226	1688.246209
1227	1688.046619
1228	1686.998963
1229	1686.910973
1230	1685.972982
1231	1685.179596
1232	1684.99909
1233	1684.462751
1234	1684.010544
1235	1683.899266
1236	1683.751904
1237	1682.62164
1238	1681.981184
1239	1681.82458
1240	1681.208236
1241	1680.56359
1242	1680.316614
1243	1680.076711
1244	1679.903679
1245	1678.984096
1246	1678.804031
1247	1678.269585
1248	1677.615222
1249	1677.091233
1250	1676.843139
1251	1676.210437
1252	1676.098448
1253	1675.315394
1254	1675.225169
1255	1675.109588
1256	1674.860471
1257	1674.669418
1258	1673.820745
1259	1673.085293
1260	1672.975445
1261	1672.282424
1262	1672.016115
1263	1671.349136
1264	1670.593311
1265	1669.825695
1266	1669.658466
1267	1668.862661
1268	1668.744992
1269	1668.634414
1270	1668.025804
1271	1667.226543
1272	1666.73122
1273	1665.936662
1274	1665.084984
1275	1665.013854
1276	1664.091697
1277	1664.006523
1278	1663.365917
1279	1662.75759
1280	1662.243197
1281	1661.68785
1282	1660.7412
1283	1660.640115
1284	1660.484529
1285	1659.921006
1286	1659.79189
1287	1659.696367
1288	1659.070558
1289	1658.903026
1290	1658.269211
1291	1657.522057
1292	1657.386323
1293	1656.571433
1294	1655.832047
1295	1655.345183
1296	1654.537253
1297	1653.821666
1298	1653.060577
1299	1652.288089
1300	1651.757694
1301	1651.635027
1302	1650.912644
1303	1650.416285
1304	1650.328912
1305	1650.256753
1306	1649.14827
1307	1648.078209
1308	1647.524062
1309	1647.426554
1310	1647.302691
1311	1646.732113
1312	1645.912233
1313	1645.155086
1314	1644.452256
1315	1643.546406
1316	1642.858986
1317	1642.125492
1318	1642.029919
1319	1641.320806
1320	1641.200992
1321	1640.031497
1322	1639.119391
1323	1639.049681
1324	1638.412929
1325	1637.767262
1326	1637.279474
1327	1636.742213
1328	1636.645016
1329	1635.83526
1330	1635.1789
1331	1634.806135
1332	1634.166301
1333	1634.069085
1334	1633.952972
1335	1633.649953
1336	1633.349881
1337	1632.497241
1338	1632.401538
1339	1631.519869
1340	1631.070871
1341	1630.200489
1342	1630.07259
1343	1629.335401
1344	1629.106924
1345	1628.993689
1346	1628.882718
1347	1628.766127
1348	1628.092444
1349	1627.816783
1350	1627.426095
1351	1626.839289
1352	1626.207035
1353	1625.700314
1354	1625.595372
1355	1624.637069
1356	1624.002468
1357	1623.315889
1358	1622.823321
1359	1622.105069
1360	1621.20123
1361	1620.592908
1362	1620.085976
1363	1619.392106
1364	1618.74727
1365	1618.496861
1366	1618.423103
1367	1617.804133
1368	1616.845034
1369	1616.325406
1370	1615.183617
1371	1614.706289
1372	1614.499041
1373	1614.40782
1374	1614.294109
1375	1613.331917
1376	1612.723489
1377	1612.331478
1378	1611.901543
1379	1610.875511
1380	1610.783604
1381	1610.696043
1382	1609.974221
1383	1609.871355
1384	1609.502238
1385	1608.703955
1386	1608.088429
1387	1607.498744
1388	1606.665813
1389	1606.239612
1390	1605.777053
1391	1605.640136
1392	1605.177532
1393	1605.081233
1394	1604.308947
1395	1603.57666
1396	1603.46494
1397	1603.246701
1398	1602.930509
1399	1602.476524
1400	1601.979503
1401	1601.463373
1402	1601.365421
1403	1600.964911
1404	1600.860999
1405	1600.184883
1406	1599.942271
1407	1599.067048
1408	1598.865331
1409	1598.577477
1410	1598.245822
1411	1597.993336
1412	1597.738471
1413	1597.661953
1414	1597.225901
1415	1596.984114
1416	1596.314699
1417	1595.674096
1418	1594.954579
1419	1594.288959
1420	1593.66006
1421	1593.058041
1422	1592.411904
1423	1591.995608
1424	1591.435245
1425	1591.328398
1426	1591.177783
1427	1590.379988
1428	1589.599586
1429	1588.587157
1430	1587.773046
1431	1586.772894
1432	1586.069955
1433	1585.163157
1434	1584.661738
1435	1584.586962
1436	1584.489236
1437	1584.349379
1438	1583.427382
1439	1583.354428
1440	1582.829666
1441	1582.315961
1442	1582.217166
1443	1581.840188
1444	1581.22318
1445	1581.113425
1446	1580.730782
1447	1580.624929
1448	1580.426103
1449	1579.965037
1450	1579.158283
1451	1578.507497
1452	1578.409132
1453	1577.865622
1454	1577.763559
1455	1577.698704
1456	1577.597516
1457	1576.815424
1458	1576.202969
1459	1575.518749
1460	1573.977298
1461	1573.410678
1462	1573.018636
1463	1572.930505
1464	1572.832747
1465	1572.319434
1466	1571.724968
1467	1571.65675
1468	1571.255167
1469	1570.332139
1470	1570.099793
1471	1569.960846
1472	1569.867801
1473	1569.785182
1474	1569.027775
1475	1568.532221
1476	1568.40679
1477	1567.918068
1478	1567.729935
1479	1567.110132
1480	1566.524009
1481	1565.91093
1482	1565.831875
1483	1565.348524
1484	1565.205022
1485	1565.036033
1486	1564.237676
1487	1563.602945
1488	1563.404938
1489	1562.557649
1490	1562.454329
1491	1562.009408
1492	1561.585264
1493	1561.425334
1494	1560.996358
1495	1560.515831
1496	1559.533004
1497	1559.102856
1498	1559.009812
1499	1558.589946
1500	1558.092433
1501	1557.996267
1502	1557.421364
1503	1557.335051
1504	1557.02099
1505	1556.787451
1506	1556.246208
1507	1556.042667
1508	1555.517615
1509	1555.436803
1510	1555.337154
1511	1555.241552
1512	1554.517163
1513	1554.334644
1514	1554.248185
1515	1553.873279
1516	1553.334224
1517	1552.67657
1518	1552.591291
1519	1552.186886
1520	1551.60618
1521	1551.197341
1522	1551.118604
1523	1550.704895
1524	1549.795715
1525	1549.12779
1526	1548.293552
1527	1547.682971
1528	1547.546768
1529	1547.462557
1530	1546.964067
1531	1546.399796
1532	1546.188307
1533	1545.562103
1534	1545.488489
1535	1544.688181
1536	1544.181834
1537	1544.096135
1538	1543.562032
1539	1543.482178
1540	1542.787746
1541	1542.701972
1542	1542.506116
1543	1541.87851
1544	1541.769529
1545	1541.215385
1546	1541.137822
1547	1541.056981
1548	1540.572683
1549	1539.960117
1550	1539.765423
1551	1539.584589
1552	1539.130314
1553	1538.315694
1554	1537.665751
1555	1537.588866
1556	1536.40514
1557	1536.325575
1558	1535.768977
1559	1535.546419
1560	1535.118838
1561	1534.832487
1562	1534.755543
1563	1534.298319
1564	1533.800019
1565	1533.326907
1566	1532.650482
1567	1532.51644
1568	1531.787888
1569	1531.659366
1570	1531.148121
1571	1531.069492
1572	1530.993051
1573	1530.909563
1574	1530.537452
1575	1530.457828
1576	1530.352764
1577	1530.28782
1578	1529.743475
1579	1529.686546
1580	1529.607991
1581	1529.513865
1582	1529.016086
1583	1528.663009
1584	1528.590393
1585	1528.49959
1586	1528.405701
1587	1527.958022
1588	1527.581087
1589	1527.191295
1590	1526.798247
1591	1526.371091
1592	1525.898816
1593	1525.551506
1594	1525.119393
1595	1525.016895
1596	1524.514256
1597	1524.099815
1598	1523.989725
1599	1523.921294
1600	1523.846761
1601	1523.767033
1602	1523.114436
1603	1522.743527
1604	1521.834865
1605	1521.472118
1606	1521.368054
1607	1520.538234
1608	1519.752417
1609	1519.603409
1610	1519.524893
1611	1519.160992
1612	1519.024431
1613	1518.923227
1614	1518.365679
1615	1517.828648
1616	1517.692216
1617	1517.615166
1618	1516.811081
1619	1516.741076
1620	1516.499368
1621	1516.419282
1622	1515.635416
1623	1515.24334
1624	1514.867987
1625	1514.152497
1626	1514.077184
1627	1513.970622
1628	1513.882959
1629	1513.61286
1630	1513.536091
1631	1513.32165
1632	1513.075875
1633	1512.541781
1634	1512.48214
1635	1512.41033
1636	1512.272069
1637	1511.902077
1638	1511.469519
1639	1511.287582
1640	1510.66357
1641	1510.578435
1642	1510.126063
1643	1509.668158
1644	1509.606831
1645	1509.07275
1646	1508.934277
1647	1508.777692
1648	1508.339624
1649	1508.264399
1650	1508.179117
1651	1507.611631
1652	1507.538843
1653	1506.941132
1654	1506.492114
1655	1505.834823
1656	1505.14171
1657	1505.101007
1658	1504.473075
1659	1504.423422
1660	1504.35277
1661	1503.740104
1662	1503.654538
1663	1503.349211
1664	1502.905851
